ID,highsal,interest,challeng,special,mathsci,knowledg,family,hobbies,gooddeg,varied,mother,father,careers,teacher,nobody,insight,encourag,discoura,whodisc,practica,curricul,pleased,relevanc,competit,Mconfid,Fhelp,deadline,assess,interper,quality,supplect,supppers,groupwk,teachhrs,friends,coursewk,theory,practwk,designwk,variety,placemen,experien,money,educatio,jobprosp,jobdecid,industry,perdevel,unigrade,apptheor,finalyr,indchart,placothe,wkexp,placloca,breaked,finuni,nogain,noappeal,noaccept,noplaoth,carpath,furstudy,studarea,salary,location,workenv,people,travel,benefits,training,promot,equalopp,flexible,childcar,workrole,charship,gender,age,ethnic,religion,school,year,dept,uni
190,5.0,4,3.0,3.0,1.0,2.0,2.0,4,5.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,,5.0,,,,,,,,1.0,0.0,,5.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,3.0,8.0,2
191,1.0,4,4.0,1.0,4.0,2.0,5.0,3,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,0.0,,,,,,,,,,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,1.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,3.0,8.0,2
192,3.0,4,4.0,2.0,2.0,2.0,2.0,5,3.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,,0.0,,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,,,,,,,,,,4.0,0.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,8.0,2
193,4.0,4,4.0,5.0,5.0,2.0,2.0,4,4.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,,,,,,,,,,,,,1.0,1.0,4.0,4.0,1.0,1.0,1.0,,2.0,0.0,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,8.0,2
194,4.0,4,4.0,4.0,4.0,3.0,2.0,5,5.0,4.0,3.0,4.0,4.0,5.0,1.0,0.0,,0.0,,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,0.0,,,,,,,,,,,,,3.0,3.0,3.0,5.0,2.0,3.0,3.0,,4.0,0.0,,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,8.0,2
195,3.0,4,4.0,3.0,3.0,3.0,1.0,2,4.0,4.0,3.0,3.0,2.0,4.0,1.0,0.0,,0.0,,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,,,,,,,,,,9.0,1.0,,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,8.0,2
196,3.0,5,4.0,4.0,4.0,5.0,2.0,4,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,0.0,0.0,,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,,,,,,,,,,,,,4.0,3.0,4.0,1.0,3.0,3.0,1.0,,3.0,0.0,,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,8.0,11.0,3.0,2.0,3.0,8.0,2
197,4.0,5,4.0,4.0,4.0,4.0,4.0,5,5.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,0.0,0.0,,4.0,,5.0,3.0,4.0,,3.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,0.0,,,,,,,,,,,,,4.0,,2.0,2.0,3.0,3.0,2.0,,9.0,0.0,,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,8.0,11.0,3.0,2.0,3.0,8.0,2
198,4.0,3,4.0,2.0,3.0,2.0,5.0,2,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,,,,,,,,,2.0,1.0,6.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,,8.0,2
199,2.0,4,4.0,3.0,5.0,4.0,2.0,2,4.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,,5.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,,,,,,,,,,2.0,1.0,6.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,,8.0,2
200,3.0,4,4.0,4.0,3.0,4.0,3.0,2,4.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,,,,,,,,,,,,,3.0,2.0,4.0,2.0,3.0,3.0,2.0,,9.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,,8.0,2
201,4.0,4,4.0,4.0,3.0,4.0,3.0,3,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,,0.0,,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,4.0,,,,,2.0,0.0,,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,8.0,2
202,3.0,5,4.0,5.0,5.0,4.0,5.0,4,2.0,4.0,5.0,4.0,2.0,2.0,,1.0,,1.0,,4.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,3.0,,,,,,,,,,2.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,7.0,3.0,5.0,1.0,4.0,8.0,2
203,3.0,5,4.0,3.0,4.0,4.0,2.0,5,4.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,0.0,,4.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,,,,,,,,,,,,,5.0,2.0,2.0,2.0,2.0,2.0,2.0,,11.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,,5.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,8.0,6.0,3.0,2.0,,8.0,2
204,4.0,4,4.0,4.0,4.0,5.0,4.0,4,3.0,3.0,3.0,4.0,4.0,4.0,2.0,0.0,,0.0,,,4.0,4.0,,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,,,,,,,,,,,,,5.0,3.0,3.0,4.0,1.0,3.0,3.0,,11.0,1.0,,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,8.0,6.0,3.0,2.0,,,2
205,3.0,5,4.0,4.0,4.0,3.0,4.0,4,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,,,,,,,,,,,,,5.0,2.0,3.0,3.0,3.0,2.0,1.0,,2.0,0.0,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,8.0,11.0,3.0,2.0,4.0,8.0,2
206,1.0,5,4.0,3.0,2.0,2.0,4.0,3,4.0,5.0,3.0,3.0,3.0,3.0,4.0,0.0,,1.0,8.0,5.0,3.0,5.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,,9.0,0.0,,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,7.0,1
207,4.0,4,3.0,3.0,2.0,3.0,4.0,3,5.0,4.0,4.0,5.0,4.0,5.0,1.0,0.0,,0.0,,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,,,,,,,,,,2.0,1.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1
208,2.0,4,4.0,4.0,4.0,2.0,4.0,4,4.0,3.0,3.0,3.0,3.0,2.0,4.0,0.0,,1.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,9.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,1
209,2.0,5,4.0,4.0,4.0,3.0,4.0,3,4.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0,,1.0,,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,,,,,,,,,9.0,,,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,7.0,1
210,2.0,5,5.0,3.0,2.0,3.0,2.0,5,2.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,,2.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,,,,,,,,,,7.0,1.0,,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,2.0,1.0,4.0,7.0,1
211,4.0,4,4.0,4.0,4.0,2.0,1.0,2,5.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,,1.0,,2.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,,,,,,,,,,10.0,0.0,,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,6.0,1
212,4.0,5,4.0,3.0,4.0,2.0,2.0,4,4.0,4.0,3.0,3.0,3.0,4.0,2.0,0.0,,0.0,,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,,,,,,,,,9.0,0.0,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,1
213,4.0,5,4.0,4.0,4.0,2.0,1.0,4,5.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,,,,,,,,,,9.0,0.0,,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1
214,2.0,4,4.0,4.0,4.0,2.0,5.0,4,4.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,,0.0,,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,,,,,,,,,,2.0,0.0,,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1
215,4.0,4,5.0,5.0,5.0,4.0,1.0,4,4.0,4.0,1.0,1.0,1.0,1.0,5.0,0.0,,0.0,,3.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,,,,,,,,,,1.0,0.0,,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1
216,1.0,4,4.0,2.0,4.0,4.0,1.0,2,2.0,3.0,1.0,1.0,2.0,2.0,4.0,0.0,,0.0,,4.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,,,,,,,,,,2.0,0.0,,3.0,4.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,7.0,1
217,4.0,5,5.0,4.0,4.0,3.0,2.0,4,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,,,,,,,,,,9.0,0.0,,4.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1
218,5.0,4,4.0,4.0,5.0,2.0,3.0,3,4.0,3.0,2.0,4.0,3.0,4.0,2.0,0.0,,0.0,,3.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,2.0,0.0,,5.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,,1.0,1.0,2.0,,1.0,4.0,1
219,3.0,5,5.0,3.0,3.0,2.0,2.0,4,3.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,,0.0,,4.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,,,,,,,,,,2.0,,,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,,1.0,3.0,1.0,2.0,1.0,2.0,7.0,1
220,2.0,5,4.0,3.0,4.0,1.0,5.0,4,5.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,,2.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,,,,,,,,,2.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1
221,2.0,4,5.0,5.0,4.0,3.0,4.0,3,4.0,5.0,2.0,4.0,3.0,4.0,2.0,0.0,,0.0,,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,0.0,,,,,,,,,,,,,1.0,5.0,3.0,3.0,1.0,,5.0,,1.0,0.0,,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1
222,1.0,5,5.0,3.0,2.0,1.0,5.0,5,5.0,5.0,1.0,2.0,1.0,2.0,3.0,0.0,,0.0,,3.0,2.0,5.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,,,,,,,,,,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,,2.0,5.0,1.0,2.0,2.0,1.0,6.0,1
223,4.0,5,5.0,5.0,4.0,3.0,1.0,4,4.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,,0.0,,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,,,,,,,,,,1.0,0.0,,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,6.0,1
224,4.0,5,5.0,5.0,4.0,5.0,1.0,4,5.0,5.0,4.0,,3.0,1.0,4.0,0.0,,0.0,,4.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,,,,,,,,,,2.0,0.0,,3.0,2.0,4.0,2.0,5.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,9.0,4.0,2.0,5.0,6.0,1
225,3.0,4,4.0,2.0,2.0,3.0,2.0,3,2.0,4.0,3.0,3.0,3.0,3.0,4.0,0.0,,0.0,,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,,,,,,,,,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,5.0,15.0,1.0,1.0,5.0,2.0,1
226,3.0,4,4.0,3.0,3.0,2.0,4.0,3,4.0,4.0,2.0,4.0,3.0,3.0,2.0,0.0,,0.0,,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,,,,,,,,,,,,,2.0,2.0,2.0,4.0,3.0,2.0,1.0,,1.0,1.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,6.0,1
227,4.0,5,5.0,5.0,5.0,2.0,4.0,5,3.0,4.0,4.0,4.0,5.0,5.0,1.0,0.0,,0.0,,5.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,,,,,,,,,,1.0,1.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1
228,3.0,4,4.0,3.0,4.0,3.0,2.0,3,5.0,5.0,4.0,4.0,4.0,4.0,1.0,0.0,,0.0,,4.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,0.0,,,,,,,,,,,,,4.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,0.0,,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,4.0,,2.0,,3.0,5.0,1
229,4.0,5,5.0,3.0,5.0,2.0,4.0,4,5.0,5.0,3.0,4.0,1.0,1.0,2.0,0.0,,0.0,,3.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,,,,,,,,,,2.0,1.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1
230,4.0,4,5.0,4.0,4.0,1.0,5.0,4,4.0,4.0,4.0,5.0,5.0,3.0,2.0,0.0,,0.0,,3.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,,,,,,,,,3.0,0.0,,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1
231,2.0,5,5.0,2.0,5.0,1.0,4.0,4,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,,4.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,2.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1
232,3.0,4,4.0,4.0,4.0,1.0,1.0,4,5.0,3.0,3.0,2.0,1.0,3.0,4.0,0.0,,0.0,,3.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,,,,,,,,,3.0,0.0,,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1
233,2.0,4,4.0,4.0,4.0,1.0,1.0,2,4.0,5.0,3.0,3.0,3.0,4.0,1.0,0.0,,0.0,,4.0,3.0,5.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,,,,,,,,,,1.0,0.0,,4.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1
234,2.0,4,4.0,3.0,4.0,4.0,3.0,3,5.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,,2.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,9.0,0.0,,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,3.0,6.0,1
235,4.0,4,4.0,3.0,3.0,2.0,5.0,4,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,,0.0,,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,,,,,,,,,,,,,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,0.0,,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1
