ID,highsal,interest,challeng,special,mathsci,knowledg,family,hobbies,gooddeg,varied,mother,father,careers,teacher,nobody,insight,encourag,discoura,whodisc,practica,curricul,pleased,relevanc,competit,Mconfid,Fhelp,deadline,assess,interper,quality,supplect,supppers,groupwk,teachhrs,friends,coursewk,theory,practwk,designwk,variety,placemen,experien,money,educatio,jobprosp,jobdecid,industry,perdevel,unigrade,apptheor,finalyr,indchart,placothe,wkexp,placloca,breaked,finuni,nogain,noappeal,noaccept,noplaoth,carpath,furstudy,studarea,salary,location,workenv,people,travel,benefits,training,promot,equalopp,flexible,childcar,workrole,charship,gender,age,ethnic,religion,school,year,dept,uni
58,2,4,4,3,4,3,4,5,4,4,3,3,3,4,3,0,9,1,6,4,3,4,3,4,3,3,4,4,5,4,4,3,5,4,4,4,4,4,3,5,1,4,2,2,5,5,4,4,3,4,3,4,0,9,9,9,9,9,9,9,9,2,2,0,4,4,4,4,3,3,5,4,4,4,4,2,2,1,5.0,1,2,1,3,6.0,1
59,2,4,4,3,4,1,1,5,4,3,4,4,4,4,0,0,9,0,9,1,3,4,4,3,3,3,5,2,3,4,4,3,5,2,5,3,3,1,1,3,0,9,9,9,9,9,9,9,9,9,9,9,9,2,5,2,2,1,2,4,0,2,1,5,3,4,4,3,2,2,4,4,2,4,3,2,1,1,3.0,1,2,1,3,6.0,1
60,4,5,4,5,5,2,3,4,5,5,3,3,3,3,2,1,1,0,9,4,4,4,3,4,3,3,3,3,4,4,4,5,4,4,5,3,3,4,4,4,1,5,4,4,5,4,4,5,4,4,3,5,0,9,9,9,9,9,9,9,9,9,1,1,4,5,5,5,3,3,5,4,4,4,4,1,1,1,2.0,1,2,1,1,6.0,1
61,4,4,5,5,4,2,4,4,4,3,1,4,3,1,3,0,9,0,9,4,3,4,3,4,3,3,4,4,1,4,3,3,4,2,3,2,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,0,9,9,9,9,9,9,9,9,2,0,9,5,3,4,4,3,2,4,5,3,4,3,1,1,1,3.0,1,2,1,5,2.0,1
62,2,5,4,5,5,5,3,2,5,4,3,4,3,4,1,1,1,0,9,2,2,4,5,4,2,2,3,3,4,4,4,1,3,4,3,2,2,4,4,5,1,5,3,3,5,5,5,4,4,4,2,3,0,9,9,9,9,9,9,9,9,10,1,0,4,4,4,5,1,3,5,0,1,4,3,1,2,1,5.0,1,2,2,4,4.0,1
63,4,4,4,5,5,4,3,4,5,4,2,4,3,4,2,1,1,0,9,4,2,4,4,3,3,2,4,4,4,4,4,5,4,4,4,3,4,4,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9,4,2,2,2,1,2,2,3,3,0,9,4,5,4,5,3,3,4,5,3,4,3,1,1,1,4.0,1,1,1,3,6.0,1
64,4,4,3,5,5,4,1,3,5,5,3,4,2,4,1,0,9,0,9,4,5,4,2,2,2,2,3,3,4,4,4,5,4,3,4,3,4,4,4,4,1,5,4,4,5,4,3,2,2,2,2,5,0,9,9,9,9,9,9,9,9,9,0,9,5,4,3,2,1,1,3,5,3,4,4,1,0,1,1.0,4,2,1,1,6.0,1
65,3,3,4,3,2,4,5,3,4,2,2,3,1,1,5,0,9,1,5,2,2,4,2,4,5,2,5,2,2,5,5,4,2,4,4,2,3,3,3,4,0,9,9,9,9,9,9,9,9,9,9,9,9,4,2,2,5,3,2,2,0,10,0,9,4,5,5,5,3,2,4,4,4,5,2,1,1,2,6.0,1,2,2,4,5.0,1
66,2,4,4,3,4,1,4,4,4,3,3,4,3,3,3,1,9,1,0,5,3,3,5,4,4,3,4,3,3,4,4,3,4,3,3,4,4,4,3,4,1,5,3,5,4,3,4,4,3,2,3,4,0,9,9,9,9,9,9,9,9,1,0,9,3,4,4,3,4,3,3,4,2,3,2,1,2,1,4.0,1,2,1,3,6.0,1
67,4,5,5,4,5,2,5,5,4,3,5,5,4,4,1,0,9,0,9,2,4,4,1,4,3,3,3,4,4,4,2,4,4,3,4,4,4,2,4,4,1,5,4,3,5,5,5,4,4,4,4,4,0,9,9,9,9,9,9,9,9,9,2,0,4,4,4,4,2,3,3,4,3,3,3,1,1,0,1.0,1,1,0,1,6.0,1
68,3,5,5,5,5,2,4,2,3,4,2,3,4,4,1,1,1,0,9,4,3,5,4,4,2,1,3,3,4,3,4,4,4,4,5,4,3,3,3,4,1,5,3,2,5,5,5,5,3,4,3,3,0,9,9,9,9,9,9,9,9,9,0,9,4,4,4,5,3,3,4,4,4,3,3,2,1,2,2.0,1,2,1,2,4.0,1
69,2,5,5,4,4,2,5,4,2,4,3,3,3,3,2,0,9,0,9,3,3,5,2,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,1,4,3,3,4,4,4,4,4,4,4,4,0,9,9,9,9,9,9,9,9,1,1,0,5,4,5,5,5,3,5,5,5,5,3,3,1,1,8.0,13,2,1,2,4.0,1
70,1,5,3,2,2,4,2,5,4,4,2,2,3,4,2,0,9,0,9,4,3,3,2,5,3,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,1,5,3,4,4,5,3,3,4,3,3,2,0,3,5,3,3,2,3,4,0,1,0,9,4,4,4,4,4,3,3,4,3,3,3,3,2,1,4.0,1,2,2,5,7.0,1
71,1,4,4,4,4,5,3,3,4,4,3,3,4,4,2,0,9,0,9,2,4,3,4,4,2,2,4,3,3,4,4,3,4,4,4,3,3,2,2,2,1,4,3,3,4,4,4,3,3,3,2,5,0,9,9,9,9,9,9,9,9,4,0,9,4,5,4,4,3,2,4,3,3,3,1,2,1,2,5.0,1,1,1,4,6.0,1
72,2,4,4,3,4,3,2,5,4,3,3,3,3,3,3,0,9,0,9,4,4,4,3,4,3,3,4,3,4,3,3,2,3,3,4,3,3,3,3,3,1,4,5,3,4,3,4,3,4,4,4,3,9,9,9,9,9,9,9,9,9,4,1,0,5,4,4,4,4,4,4,4,4,4,3,2,3,1,4.0,11,7,2,2,6.0,1
73,3,3,3,4,4,2,4,4,4,4,0,2,2,2,2,1,1,0,9,3,5,3,5,4,3,3,4,2,4,4,4,5,3,3,5,3,3,3,3,4,0,9,9,9,9,9,9,9,9,9,9,9,9,1,1,4,3,1,1,1,4,10,1,1,4,4,4,5,2,3,4,5,3,3,3,1,2,2,3.0,1,2,1,3,6.0,1
74,2,4,5,3,2,3,1,4,4,4,4,4,2,2,1,1,1,0,9,2,4,4,3,4,4,2,5,2,4,4,3,2,4,4,5,2,4,3,3,4,1,5,4,2,5,4,4,5,3,4,4,3,0,9,9,9,9,9,9,9,9,3,0,9,4,5,5,5,3,4,4,4,4,5,3,3,1,2,3.0,1,2,2,5,7.0,1
75,3,5,4,4,5,3,2,4,4,5,3,3,2,4,2,0,9,0,9,3,3,4,2,3,2,2,4,3,4,5,4,4,4,3,4,3,3,4,5,4,1,5,4,3,5,5,4,4,2,4,5,4,0,9,9,9,9,9,9,9,9,9,0,9,4,4,5,5,2,2,2,3,2,2,2,2,1,1,1.0,1,1,1,1,6.0,1
76,2,5,5,4,5,1,3,3,3,3,4,4,2,2,3,0,9,0,9,4,1,5,3,3,3,3,3,5,4,5,5,5,4,4,3,4,5,4,4,4,1,5,4,3,5,3,4,5,3,5,3,3,0,9,9,9,9,9,9,9,9,1,1,6,4,3,5,5,3,3,5,5,5,4,3,1,1,1,3.0,13,2,1,2,4.0,1
77,1,4,4,5,5,4,3,2,4,5,3,3,2,2,3,0,9,0,9,4,4,4,2,4,2,2,2,4,5,4,4,2,4,4,5,4,4,4,4,5,1,5,2,4,5,3,4,5,3,4,2,4,0,9,9,9,9,9,9,9,9,9,0,9,3,5,4,3,2,2,4,4,3,4,3,1,1,2,5.0,1,2,1,4,6.0,1
78,4,5,4,4,5,3,2,4,4,4,2,2,2,2,2,0,9,0,9,3,4,4,4,4,3,2,3,2,3,4,4,3,3,3,4,3,3,2,3,4,1,5,3,4,4,4,4,5,4,4,4,4,0,9,9,9,9,9,9,9,9,2,0,9,4,4,3,3,2,2,4,4,3,5,2,2,2,1,2.0,1,1,1,2,1.0,1
79,4,5,4,3,4,3,4,5,3,4,3,3,3,3,3,0,9,0,9,4,3,4,2,4,4,2,4,4,4,4,4,5,4,4,5,4,4,2,4,4,1,5,3,4,5,4,4,4,4,5,5,4,0,9,9,9,9,9,9,9,9,4,0,9,4,4,4,4,3,2,2,4,4,3,3,2,1,1,2.0,1,1,1,1,1.0,1
80,3,4,4,3,4,2,4,4,4,3,3,4,3,2,1,0,9,0,9,1,4,3,2,2,3,2,4,4,2,4,4,2,1,4,4,3,4,2,1,5,1,5,4,4,5,4,4,4,4,4,4,4,0,9,9,9,9,9,9,9,9,2,0,9,4,4,4,4,4,3,4,4,3,3,3,2,1,1,4.0,1,2,0,3,0.0,1
81,4,4,5,5,5,4,2,4,4,3,4,4,4,4,2,1,1,0,9,2,4,3,4,4,4,3,4,4,3,4,4,5,4,4,4,4,3,2,3,4,0,9,9,9,9,9,9,9,9,9,9,9,9,5,3,2,4,2,2,2,0,1,0,9,4,5,5,5,4,3,4,5,5,5,3,3,1,2,5.0,3,1,2,4,1.0,1
82,5,5,4,2,3,1,1,4,4,5,3,3,1,4,3,0,9,0,9,3,3,4,4,5,3,4,4,3,3,3,3,3,3,3,4,3,3,3,1,3,0,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,4,2,3,3,0,2,0,9,5,2,4,3,4,4,3,4,3,3,3,2,1,1,1.0,1,2,2,1,7.0,1
83,4,5,5,4,5,2,5,4,4,3,3,3,2,2,4,0,9,0,9,2,4,4,2,4,4,2,4,3,5,4,4,1,4,5,5,3,4,1,2,4,1,5,4,5,5,5,5,5,3,4,4,5,0,9,9,9,9,9,9,9,9,6,0,9,3,4,4,5,3,4,5,5,3,5,3,2,1,1,6.0,1,1,1,4,6.0,1
84,2,4,4,5,5,2,1,2,3,4,2,2,2,2,4,0,9,0,9,2,3,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9,4,3,4,5,4,3,3,0,2,0,9,4,5,4,4,2,2,4,4,3,5,4,2,1,1,2.0,1,2,1,2,3.0,1
85,4,4,4,3,4,2,4,3,5,3,3,3,4,4,1,1,1,0,9,3,2,4,2,4,4,3,2,3,0,4,4,5,3,2,5,4,4,3,3,4,1,5,4,3,5,3,3,4,4,3,4,3,0,9,9,9,9,9,9,9,9,2,0,9,4,3,4,3,2,2,4,5,3,3,3,1,1,1,1.0,1,1,1,1,1.0,1
86,1,5,4,3,5,2,1,5,4,3,1,1,1,1,5,0,9,0,9,4,4,5,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,1,5,4,4,5,4,5,5,4,4,4,5,0,9,9,9,9,9,9,9,9,2,0,9,4,2,4,3,3,4,5,4,3,3,1,2,1,1,1.0,1,1,1,1,1.0,1
87,3,4,5,4,4,2,1,4,5,4,3,3,4,4,3,0,9,0,9,2,3,4,4,5,1,1,4,2,4,4,4,3,4,4,5,4,4,4,2,5,1,5,5,3,5,5,4,5,5,4,4,4,2,9,9,9,9,9,9,9,9,11,1,5,4,5,4,4,3,3,5,5,5,5,5,1,1,2,3.0,1,2,2,5,6.0,1
88,3,5,5,4,4,2,4,4,4,5,3,3,3,3,4,1,1,0,9,3,2,5,2,4,3,2,3,4,4,4,4,4,4,4,5,4,4,4,4,4,1,5,4,3,5,4,5,5,4,3,2,5,0,9,9,9,9,9,9,9,9,9,0,9,4,4,4,4,2,4,4,4,4,3,2,2,1,1,4.0,1,2,2,3,6.0,1
89,4,4,4,2,3,4,1,3,4,5,3,3,3,3,5,1,0,0,9,5,5,5,4,5,4,4,4,5,5,4,4,4,5,4,5,4,3,5,5,5,1,5,3,2,5,5,5,5,2,5,2,2,0,9,9,9,9,9,9,9,9,2,0,9,4,3,5,4,4,2,4,4,1,3,1,2,1,1,1.0,1,1,1,1,7.0,1
90,2,4,5,5,4,3,3,3,4,5,3,3,3,3,3,0,9,0,9,3,4,4,3,4,4,3,2,4,5,4,4,2,4,4,4,4,3,1,2,4,1,5,3,4,5,4,4,3,4,3,4,4,0,9,9,9,9,9,9,9,9,2,1,3,3,5,5,4,3,4,5,5,2,4,1,1,1,1,4.0,1,1,2,3,6.0,1
91,2,2,4,4,3,5,1,4,5,4,2,4,1,4,2,0,9,0,9,4,5,1,4,4,4,5,4,1,4,4,2,4,2,2,5,4,4,1,1,3,0,9,9,9,9,9,9,9,9,9,9,9,9,3,2,2,2,2,5,5,0,10,1,5,5,2,5,5,4,2,3,5,4,5,3,3,2,1,5.0,1,2,1,3,6.0,1
92,2,5,4,2,2,2,1,1,5,5,2,2,1,5,3,0,9,0,9,4,4,3,4,5,5,2,5,4,5,5,4,2,3,4,5,2,4,4,4,5,1,5,5,5,5,5,5,4,5,4,4,4,2,9,9,9,9,9,9,9,9,9,0,9,4,5,4,4,4,2,4,4,4,3,4,3,2,2,3.0,1,1,1,5,7.0,1
93,4,5,4,4,4,1,2,4,5,5,2,2,2,2,5,1,1,0,9,3,4,5,2,4,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,5,5,5,4,5,5,5,4,0,9,9,9,9,9,9,9,9,2,1,0,4,3,4,4,4,4,3,4,3,3,3,2,1,1,1.0,1,2,2,1,1.0,1
94,4,5,3,4,4,2,3,4,4,4,3,3,4,4,4,0,9,0,9,4,3,4,2,4,3,3,4,4,4,4,5,5,4,3,4,5,4,4,5,5,0,9,9,9,9,9,9,9,9,9,9,9,9,2,2,3,5,1,2,1,0,2,0,9,5,2,2,2,4,5,4,5,4,4,2,1,1,1,1.0,15,2,1,1,1.0,1
95,5,5,4,3,4,3,2,3,5,5,3,3,3,3,4,1,1,0,9,4,5,5,3,3,3,3,4,4,4,4,3,5,4,3,5,4,4,4,4,5,1,5,5,4,5,3,4,4,5,5,5,5,0,9,9,9,9,9,9,9,9,9,0,9,5,5,5,5,2,2,4,5,4,4,4,1,1,1,1.0,1,1,1,1,6.0,1
96,2,5,5,5,5,2,2,5,3,3,3,3,3,3,3,1,1,0,9,2,3,5,2,5,3,2,4,4,4,4,4,5,4,4,5,3,4,2,3,4,1,5,3,3,5,5,4,5,3,4,5,4,2,9,9,9,9,9,9,9,9,2,1,2,4,4,5,5,3,3,3,4,4,3,3,2,1,1,2.0,1,1,1,2,1.0,1
97,4,4,4,3,4,4,1,4,3,5,3,3,4,4,2,0,9,0,9,2,3,4,2,4,2,3,4,2,4,3,2,2,3,4,4,3,3,4,4,4,1,5,4,4,5,4,5,5,3,4,3,3,0,9,9,9,9,9,9,9,9,2,0,9,3,4,4,4,3,3,4,4,4,4,3,1,1,1,3.0,1,1,1,2,7.0,1
98,4,5,4,2,3,3,4,2,3,5,2,2,2,4,2,0,9,0,9,5,5,5,3,4,2,2,3,5,5,5,4,2,5,4,5,4,4,4,5,5,1,5,4,2,5,5,5,5,5,5,5,5,0,9,9,9,9,9,9,9,9,2,2,0,4,5,5,5,5,4,5,5,5,4,5,1,1,2,1.0,1,2,1,1,7.0,1
99,4,5,5,5,5,2,5,4,5,5,3,3,3,3,3,1,1,0,9,2,1,5,3,3,3,3,0,4,4,5,4,2,4,4,4,4,4,2,2,4,1,5,4,3,5,5,5,3,2,4,3,3,0,9,9,9,9,9,9,9,9,9,2,0,5,5,5,5,4,4,4,4,3,3,1,1,2,1,2.0,1,0,1,2,4.0,1
100,3,4,4,4,4,4,2,3,5,3,4,3,3,4,2,0,9,0,9,4,4,4,2,4,3,3,5,4,4,4,4,4,4,4,5,3,3,4,4,5,0,9,9,9,9,9,9,9,9,9,9,9,9,3,3,4,4,1,3,3,4,2,0,9,4,2,4,4,4,3,5,5,3,4,3,3,3,1,5.0,1,1,1,2,6.0,1
101,4,5,5,4,3,2,4,4,5,3,2,2,2,2,3,0,9,0,9,4,3,4,2,4,3,2,4,2,4,4,4,5,4,4,5,4,4,3,2,3,1,5,4,4,5,5,5,4,4,2,2,4,0,9,9,9,9,9,9,9,9,4,0,9,4,3,5,5,3,4,5,5,3,3,2,1,2,1,4.0,1,0,1,5,5.0,1
102,3,4,5,5,5,4,2,5,5,4,1,1,1,4,3,1,0,0,9,1,4,4,5,4,4,2,4,3,4,4,4,3,4,4,4,4,2,1,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9,2,2,4,4,4,2,2,0,2,1,0,5,3,4,4,4,3,3,5,3,3,3,1,2,1,4.0,1,2,2,3,6.0,1
103,2,5,4,4,4,2,2,5,5,5,2,2,2,4,2,0,9,0,9,4,2,5,2,4,3,2,2,4,5,4,5,2,4,4,5,4,5,4,3,5,1,4,4,4,5,5,5,4,3,3,3,2,0,9,9,9,9,9,9,9,9,11,0,9,4,5,4,4,3,3,4,4,4,3,2,1,1,1,2.0,1,1,0,2,4.0,1
104,5,5,5,5,5,4,3,3,5,4,4,4,3,3,1,0,9,0,9,2,2,4,2,3,3,2,3,3,3,5,3,3,3,4,4,3,4,3,3,4,1,5,5,4,5,4,4,3,4,4,3,4,0,9,9,9,9,9,9,9,9,3,0,9,5,5,5,5,5,5,4,5,4,4,4,3,3,1,2.0,1,1,1,1,4.0,1
105,2,4,4,1,1,5,1,2,5,4,4,2,4,4,2,0,9,0,9,3,4,4,2,4,4,3,4,3,4,4,3,4,4,5,5,3,3,4,4,4,1,5,3,4,4,5,5,3,3,4,4,3,0,9,9,9,9,9,9,9,9,9,0,9,4,2,3,3,4,3,4,4,4,3,3,2,2,2,3.0,1,2,1,5,7.0,1
106,4,5,5,3,4,1,3,4,2,3,1,1,1,4,1,1,1,0,9,2,2,4,2,2,2,2,2,4,2,4,4,3,3,4,2,4,4,2,2,4,1,5,2,4,5,4,5,3,2,4,4,3,0,9,9,9,9,9,9,9,9,9,2,0,4,2,5,4,3,3,3,4,4,4,3,2,1,1,2.0,1,1,1,1,4.0,1
107,3,5,5,4,5,3,1,2,4,5,4,3,1,4,2,0,9,1,8,4,3,4,4,5,5,4,5,4,4,4,3,5,4,4,5,2,4,4,4,5,1,5,3,4,5,4,5,4,3,4,3,2,0,9,9,9,9,9,9,9,9,9,0,9,4,4,5,4,2,2,4,4,2,3,3,3,2,2,3.0,1,2,1,5,7.0,1
108,2,5,5,4,5,4,4,5,4,4,3,3,3,3,2,1,1,0,9,4,3,4,3,4,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,4,0,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,2,1,1,0,3,1,5,4,4,4,4,4,3,5,4,3,4,3,1,1,1,3.0,13,2,1,1,4.0,1
109,2,4,2,2,2,3,1,3,3,4,1,1,1,1,4,0,9,0,9,5,3,4,3,3,2,2,3,4,4,5,4,4,5,3,4,3,3,5,4,5,1,4,4,2,4,3,4,3,3,2,4,1,0,9,9,9,9,9,9,9,9,2,0,9,4,3,4,3,3,2,2,4,3,2,1,3,3,1,2.0,1,1,1,2,6.0,1
110,2,4,5,2,4,2,3,4,5,5,3,3,3,3,4,0,9,0,9,2,2,4,4,4,2,1,4,3,4,2,2,3,2,4,4,2,0,2,2,3,1,4,5,5,3,4,3,2,4,2,4,1,0,9,9,9,9,9,9,9,9,10,1,5,4,3,4,4,4,5,4,5,3,5,3,3,2,1,4.0,1,2,1,5,5.0,1
111,4,4,4,4,4,3,1,4,4,3,3,3,2,2,4,0,9,0,9,3,2,4,3,3,2,2,3,3,3,3,3,3,3,4,4,3,4,3,3,3,1,4,3,3,4,4,4,4,3,4,4,4,0,9,9,9,9,9,9,9,9,1,0,9,4,2,3,3,3,4,4,4,3,3,2,1,1,1,1.0,1,1,1,1,4.0,1
112,3,4,5,5,5,4,1,4,5,4,2,4,2,2,5,0,9,0,9,4,5,3,3,4,3,3,5,4,4,4,3,4,4,4,4,4,4,4,4,4,1,5,3,4,5,4,4,4,5,5,3,5,0,9,9,9,9,9,9,9,9,9,1,5,4,5,4,3,3,3,3,4,2,3,2,1,1,1,3.0,1,2,1,5,6.0,1
113,2,5,5,5,1,1,2,5,5,5,3,3,3,3,4,0,9,0,9,0,4,4,4,2,3,2,0,0,4,4,4,0,4,4,5,0,3,0,0,0,1,5,4,5,5,5,5,3,3,5,5,5,0,9,9,9,9,9,9,9,9,1,2,0,5,5,4,4,3,4,4,5,5,4,4,1,1,1,2.0,1,2,0,1,4.0,1
114,4,4,3,4,5,3,1,2,5,3,1,1,4,3,1,0,9,0,9,2,3,3,4,4,5,3,4,4,4,4,3,3,2,3,5,3,4,2,3,4,1,4,1,2,4,5,5,4,5,4,3,5,2,9,9,9,9,9,9,9,9,10,0,9,5,4,5,5,5,3,5,5,3,4,1,1,1,1,4.0,1,1,1,3,6.0,1
115,4,4,5,4,4,1,5,4,4,3,3,3,3,3,4,0,9,0,9,1,2,3,5,2,2,2,5,1,4,2,4,5,2,3,4,2,2,4,4,2,1,4,3,4,5,4,4,2,4,4,4,4,0,9,9,9,9,9,9,9,9,1,1,5,4,5,4,3,4,2,4,4,2,4,1,3,1,1,5.0,1,1,1,4,5.0,1
116,3,4,4,4,4,3,2,4,4,4,3,3,3,3,4,0,9,0,9,4,4,4,4,5,3,3,4,4,4,3,4,4,3,4,3,3,3,4,4,4,1,5,4,3,4,4,4,5,3,4,2,4,0,9,9,9,9,9,9,9,9,2,0,9,5,4,4,4,4,3,4,5,3,4,2,1,1,1,4.0,1,1,1,3,6.0,1
117,4,5,5,4,4,3,2,4,5,3,2,2,4,5,2,0,9,0,9,4,2,5,3,4,3,2,4,4,4,4,4,3,4,4,4,3,3,4,4,4,1,5,4,3,5,5,5,5,4,5,5,3,0,9,9,9,9,9,9,9,9,1,0,9,4,5,5,5,4,4,5,5,5,5,4,1,1,2,4.0,1,1,1,4,7.0,1
118,2,5,4,4,0,2,2,4,4,5,3,3,2,3,3,0,9,0,9,2,3,5,3,4,4,3,3,2,4,4,3,4,4,4,5,4,2,2,3,4,1,5,3,4,5,5,5,4,4,5,3,5,0,9,9,9,9,9,9,9,9,4,0,9,5,5,5,5,2,3,4,5,3,4,5,1,1,1,5.0,1,2,1,3,6.0,1
119,5,5,5,4,4,1,4,4,4,3,3,3,3,3,2,1,1,0,9,2,2,4,4,4,4,2,2,4,4,4,5,5,4,5,5,4,4,4,4,4,1,5,4,2,5,5,5,5,4,5,5,5,0,9,9,9,9,9,9,9,9,1,0,9,5,3,4,3,3,4,4,5,5,3,2,2,1,1,2.0,1,1,1,1,5.0,1
120,2,3,3,4,4,4,1,3,4,4,3,3,2,2,3,0,9,0,9,1,4,2,5,4,2,5,4,4,4,2,1,1,4,4,2,2,2,2,3,4,0,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,3,4,5,2,0,10,0,9,2,4,4,4,5,2,4,5,2,2,2,3,2,1,3.0,0,2,1,3,4.0,1
121,0,5,4,3,3,1,1,5,5,5,3,3,3,3,3,1,1,0,9,2,2,5,3,4,3,2,3,3,4,4,4,3,3,4,5,3,4,5,3,5,1,5,4,3,3,3,4,5,4,4,5,5,0,9,9,9,9,9,9,9,9,9,0,9,5,4,4,4,3,4,5,5,3,4,3,1,1,1,2.0,0,2,0,1,4.0,1
122,3,5,4,3,4,2,3,4,3,3,3,3,3,3,4,0,9,0,9,2,3,4,3,3,3,2,3,4,4,4,4,3,4,4,5,3,3,2,3,4,1,5,2,3,4,5,5,4,4,4,2,5,0,9,9,9,9,9,9,9,9,9,0,9,4,4,3,4,3,3,5,5,4,5,2,3,1,1,4.0,1,2,1,3,6.0,1
123,4,5,5,3,4,2,4,5,5,4,3,3,3,3,4,0,9,0,9,4,3,4,5,4,2,2,5,4,4,4,4,5,5,3,5,4,4,4,4,4,1,5,5,5,5,5,5,3,5,5,5,5,0,9,9,9,9,9,9,9,9,10,1,7,5,5,5,5,4,2,5,5,5,5,3,1,1,1,4.0,1,0,1,5,5.0,1
124,4,3,4,1,4,4,1,4,4,3,3,4,3,3,2,0,9,0,9,4,4,5,3,4,3,3,4,4,2,4,4,5,4,4,4,3,4,4,3,4,0,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,4,2,3,2,4,9,0,9,4,3,5,3,1,4,4,3,3,4,2,3,2,1,5.0,1,1,1,0,4.0,1
125,4,4,4,3,4,3,2,4,4,5,3,3,3,3,3,1,1,0,9,4,3,4,3,3,4,3,3,4,4,4,3,4,4,4,5,3,3,4,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,3,2,2,2,0,8,1,0,5,3,4,4,3,3,3,5,3,3,3,1,1,1,1.0,1,2,1,1,6.0,1
126,3,5,5,4,5,3,1,3,5,5,3,4,4,3,1,1,1,0,9,2,3,4,4,4,3,3,4,3,4,4,3,3,2,3,3,4,3,2,3,5,1,5,3,4,5,4,5,4,4,5,2,3,0,9,9,9,9,9,9,9,9,3,0,9,4,3,4,4,3,4,5,5,1,3,3,1,2,1,2.0,1,2,2,2,3.0,1
127,4,5,5,3,3,4,1,5,4,4,3,3,3,3,3,0,9,0,9,2,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,5,4,5,5,5,5,5,5,5,1,0,9,9,9,9,9,9,9,9,2,0,9,4,5,5,5,3,3,5,5,5,4,4,3,3,1,1.0,1,1,1,1,6.0,1
128,3,5,4,5,4,2,4,4,5,4,3,3,3,3,3,0,9,0,9,3,3,4,3,3,2,2,4,2,3,4,4,4,4,3,4,4,4,4,2,3,1,5,3,4,5,5,5,5,4,4,3,5,0,9,9,9,9,9,9,9,9,1,0,9,4,4,4,4,5,3,5,4,3,4,3,1,1,1,5.0,1,2,1,4,4.0,1
129,2,4,4,4,2,2,4,5,5,5,3,4,3,2,3,0,9,0,9,4,5,2,4,4,2,2,4,2,3,2,2,1,4,4,3,4,4,2,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9,5,2,2,1,1,2,2,0,10,1,5,2,4,5,5,5,2,4,3,4,4,3,2,2,1,3.0,1,1,1,3,4.0,1
130,2,5,4,3,4,2,2,4,4,3,3,3,3,3,4,0,9,0,9,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,5,5,4,3,2,2,2,2,0,9,9,9,9,9,9,9,9,2,0,9,4,4,4,4,2,2,4,4,2,3,4,2,1,1,6.0,1,1,1,4,1.0,1
131,2,4,4,3,3,1,5,4,4,4,4,5,3,3,1,1,1,0,9,2,3,5,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,3,4,1,5,2,2,3,3,3,2,3,4,4,3,0,9,9,9,9,9,9,9,9,1,1,2,4,3,4,4,5,2,4,4,3,3,1,1,2,1,2.0,1,0,2,2,4.0,1
132,3,5,5,2,4,3,2,4,4,5,1,1,2,5,3,0,9,0,9,4,4,4,4,5,2,4,4,3,5,5,5,5,4,4,4,4,4,4,2,3,0,9,9,9,9,9,9,9,9,9,9,9,9,4,2,5,4,1,3,3,0,9,0,9,5,5,5,5,3,3,4,5,1,1,1,1,2,1,5.0,1,1,2,3,7.0,1
133,4,5,5,5,5,1,2,5,5,5,5,1,1,5,1,0,9,0,9,5,5,4,2,5,2,0,5,2,5,4,2,5,2,5,5,5,5,0,5,4,1,5,4,5,5,5,4,2,5,5,4,1,0,5,1,1,1,1,1,1,0,4,1,3,4,5,5,5,5,2,5,5,5,5,5,1,1,2,3.0,1,1,2,5,7.0,1
134,4,5,5,5,5,3,3,4,4,4,3,5,3,4,3,1,1,0,9,4,5,5,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3,4,3,4,1,4,4,4,5,4,4,3,4,4,4,0,0,9,9,9,9,9,9,9,9,9,1,2,4,4,4,4,4,3,4,4,3,4,0,1,1,1,2.0,9,3,1,1,5.0,1
