ID,highsal,interest,challeng,special,mathsci,knowledg,family,hobbies,gooddeg,varied,mother,father,careers,teacher,nobody,insight,encourag,discoura,whodisc,practica,curricul,pleased,relevanc,competit,Mconfid,Fhelp,deadline,assess,interper,quality,supplect,supppers,groupwk,teachhrs,friends,coursewk,theory,practwk,designwk,variety,placemen,experien,money,educatio,jobprosp,jobdecid,industry,perdevel,unigrade,apptheor,finalyr,indchart,placothe,wkexp,placloca,breaked,finuni,nogain,noappeal,noaccept,noplaoth,carpath,furstudy,studarea,salary,location,workenv,people,travel,benefits,training,promot,equalopp,flexible,childcar,workrole,charship,gender,age,ethnic,religion,school,year,dept,uni
11,4,4,4,4,4,4,4,3,3,4,2,4,3,3,1,0,9,0,9,3,3,4,4,3,4,3,3,3,4,4,3,3,4,4,4,4,4,3,3,4,1,4,4,4,4,4,4,4,3,4,4,3,0,9,9,9,9,9,9,9,9,2,0,9,4,5,4,3,3,3,3,4,3,4,2,1,3,1,1.0,1,2,1,1,3.0,1
12,3,4,4,3,5,4,2,1,5,4,3,3,1,3,4,0,9,0,9,2,3,4,3,3,3,2,3,4,4,5,4,3,3,4,5,4,4,4,4,4,1,5,4,4,5,5,5,5,5,3,3,4,0,9,9,9,9,9,9,9,9,3,0,9,4,5,4,4,3,3,4,4,3,3,1,1,2,1,5.0,1,2,2,3,3.0,1
13,2,5,4,4,4,2,3,4,4,4,1,1,1,1,5,0,9,0,9,4,3,4,3,4,2,3,3,4,4,4,4,2,4,4,5,4,4,4,4,4,1,5,4,5,5,5,4,3,3,2,4,4,0,9,9,9,9,9,9,9,9,1,0,9,4,5,5,5,3,3,5,4,3,4,3,2,1,1,4.0,1,1,1,3,3.0,1
14,5,4,3,4,4,5,1,3,4,3,3,3,1,1,5,0,9,0,9,2,3,4,5,3,3,4,3,3,3,2,2,1,4,3,5,4,2,1,4,3,1,5,5,5,5,5,5,3,3,3,3,4,0,9,9,9,9,9,9,9,9,1,0,9,5,5,5,5,3,4,5,5,3,4,3,1,1,1,5.0,1,1,1,4,3.0,1
15,4,4,3,4,5,4,1,5,4,4,3,3,1,1,3,0,9,1,4,4,3,4,2,3,3,2,3,4,4,4,5,5,4,4,5,4,5,5,5,5,1,5,5,2,5,4,4,3,5,5,5,5,1,9,9,9,9,9,9,9,9,3,0,9,5,5,5,5,5,4,5,5,3,3,3,1,1,2,1.0,1,2,2,1,3.0,1
16,3,2,4,5,5,5,1,2,4,2,1,1,4,4,3,0,9,0,9,3,2,4,5,4,3,3,4,3,4,4,5,5,4,3,5,3,2,3,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,3,2,2,2,0,9,0,9,5,4,4,4,5,4,4,4,3,4,2,2,1,1,6.0,1,1,0,4,3.0,1
17,4,5,4,3,5,4,1,3,5,5,1,1,5,4,1,0,9,0,9,4,5,4,4,4,3,1,4,4,5,5,5,5,5,4,5,4,4,5,5,5,1,5,3,3,5,5,5,3,2,4,4,4,0,9,9,9,9,9,9,9,9,3,0,9,4,5,5,4,5,3,5,5,4,5,5,1,1,1,4.0,1,2,1,2,3.0,1
18,4,4,4,4,4,3,1,5,5,5,1,1,1,1,5,0,9,1,3,4,3,5,5,4,3,3,4,3,4,4,4,3,4,3,5,3,4,4,4,4,1,5,4,4,5,5,5,5,3,3,4,5,2,9,9,9,9,9,9,9,9,9,1,5,5,5,5,5,5,4,4,5,4,5,3,1,1,2,4.0,15,1,0,5,3.0,1
19,3,4,4,4,5,2,2,4,4,4,4,4,3,3,2,1,0,0,9,4,4,5,3,4,5,3,5,4,4,4,4,4,4,4,3,4,4,4,2,4,1,5,4,4,5,3,3,4,4,3,4,2,0,9,9,9,9,9,9,9,9,3,1,6,4,4,4,4,3,4,3,4,2,4,3,1,2,2,6.0,1,1,2,3,3.0,1
20,3,4,3,2,4,5,1,3,5,4,3,3,5,5,1,0,9,2,0,4,5,5,5,2,4,4,5,3,3,4,2,3,3,5,4,4,4,2,3,4,0,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,5,2,2,1,8,11,1,8,4,2,5,4,5,4,5,5,3,4,2,1,3,2,2.0,1,2,1,2,3.0,1
21,4,4,4,5,5,4,1,3,5,5,4,4,4,4,1,1,1,0,9,4,4,4,5,4,4,2,4,2,3,4,4,2,4,4,4,4,4,2,3,4,1,4,4,4,4,4,4,4,3,4,5,4,0,9,9,9,9,9,9,9,9,9,9,1,4,3,3,4,4,4,4,4,3,4,3,3,2,2,3.0,1,1,1,5,3.0,1
22,4,4,4,4,4,3,2,2,4,4,2,2,2,3,4,0,9,0,9,3,3,4,2,4,3,2,4,3,4,4,4,2,4,3,4,3,4,4,4,4,1,5,5,3,4,4,4,3,3,3,2,3,0,9,9,9,9,9,9,9,9,1,0,9,4,5,5,5,3,2,3,3,4,3,3,1,1,1,2.0,1,1,0,2,3.0,1
23,5,5,4,3,3,4,5,1,5,5,4,4,4,2,2,0,9,0,9,4,4,4,5,5,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,4,4,2,4,4,4,4,5,5,5,0,9,9,9,9,9,9,9,9,3,2,0,5,5,5,5,4,4,4,5,4,4,4,1,1,1,5.0,1,2,1,3,3.0,1
24,4,5,4,4,4,2,5,3,5,5,4,4,4,4,1,1,1,0,9,4,3,4,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,2,2,5,4,4,5,4,5,4,4,0,9,9,9,9,9,9,9,9,2,2,0,4,4,4,4,2,3,4,4,4,3,2,1,1,1,1.0,1,2,1,1,3.0,1
25,4,4,4,3,4,1,4,3,3,2,2,2,2,2,5,0,9,0,9,4,3,5,2,4,3,1,4,4,4,5,5,5,5,3,5,5,5,5,5,5,0,9,9,9,9,9,9,9,9,9,9,9,9,4,3,4,4,2,2,2,0,1,0,9,4,4,5,5,3,3,4,5,5,3,3,1,1,1,3.0,12,2,1,2,3.0,1
26,3,5,4,3,4,2,1,4,4,4,1,1,2,2,4,0,9,1,6,4,4,4,4,3,3,1,4,4,4,4,3,5,2,3,3,4,2,4,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9,5,1,4,5,1,1,1,5,9,0,9,4,5,5,4,2,2,2,4,2,5,2,2,1,1,4.0,1,2,1,2,3.0,1
27,1,4,4,3,4,2,5,2,4,4,4,4,2,2,2,0,9,0,9,3,2,4,5,2,2,2,3,4,4,4,4,5,1,4,4,4,1,4,4,4,1,4,2,1,3,4,4,3,2,2,2,2,0,9,9,9,9,9,9,9,9,1,1,1,4,5,4,3,3,2,5,5,3,4,3,3,1,2,6.0,1,2,1,4,3.0,1
28,3,4,4,3,2,1,5,3,5,5,3,4,2,2,3,0,9,0,9,5,4,4,5,4,2,1,5,4,4,4,4,5,5,5,5,4,4,4,3,4,1,5,2,4,5,5,5,3,3,4,3,5,1,9,9,9,9,9,9,9,9,3,0,9,4,5,5,4,3,5,5,5,3,4,3,1,1,1,5.0,1,2,1,3,3.0,1
29,5,5,5,5,5,5,1,1,5,3,1,4,1,5,3,1,1,0,9,4,3,4,5,5,1,1,4,3,4,4,4,5,4,4,4,3,4,4,4,3,1,4,5,1,4,4,5,3,1,3,3,5,0,9,9,9,9,9,9,9,9,10,1,4,5,5,5,4,1,1,4,3,4,5,5,3,1,2,6.0,1,1,2,4,3.0,1
30,4,5,4,1,3,3,1,2,4,4,3,3,3,3,4,0,9,0,9,2,3,3,4,4,4,2,3,4,4,4,5,5,4,4,5,4,4,3,3,5,0,9,9,9,9,9,9,9,9,9,9,9,9,3,5,4,5,1,1,1,0,1,0,9,4,5,4,3,3,2,4,5,4,4,3,1,3,2,4.0,1,2,1,3,3.0,1
31,3,4,5,4,4,4,5,4,5,4,1,2,3,4,1,1,1,0,9,4,5,4,5,5,3,1,4,4,5,5,3,1,4,4,5,2,4,3,4,4,1,4,3,3,5,5,5,5,3,1,1,4,0,9,9,9,9,9,9,9,9,1,0,9,5,4,4,5,3,4,5,5,5,4,3,1,1,1,2.0,1,2,1,2,3.0,1
32,4,4,5,3,4,2,2,4,4,4,3,3,1,1,3,0,9,0,9,4,2,4,2,4,3,2,4,2,4,4,4,3,4,4,4,4,4,4,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9,4,3,3,4,2,3,3,0,2,1,8,5,4,4,3,3,4,5,0,4,4,3,1,1,1,7.0,1,1,1,3,3.0,1
33,4,5,5,4,4,3,3,3,5,5,3,3,3,2,4,1,0,1,4,3,0,4,5,3,3,2,3,4,3,4,4,4,4,4,3,4,4,2,3,3,1,5,4,3,5,4,5,4,4,3,3,3,0,9,9,9,9,9,9,9,9,3,0,9,5,5,5,5,3,3,5,5,4,3,3,1,1,2,4.0,1,2,1,3,3.0,1
34,3,4,5,5,5,4,1,4,5,5,4,4,5,5,1,0,9,0,9,2,3,5,2,4,3,3,5,4,5,4,3,2,3,5,5,3,4,3,4,5,0,9,9,9,9,9,9,9,9,9,9,9,9,4,3,3,5,4,3,3,0,10,0,9,5,5,5,5,1,1,1,4,5,3,4,2,2,2,4.0,1,2,1,3,1.0,1
35,2,4,3,4,4,2,4,4,4,4,2,2,2,2,4,0,9,0,9,3,3,4,3,3,3,3,4,3,2,4,4,4,2,4,3,3,3,2,3,3,1,4,3,3,4,4,4,4,2,2,2,3,0,9,9,9,9,9,9,9,9,2,0,9,4,5,3,4,2,4,4,4,3,4,2,1,0,1,6.0,1,1,2,3,6.0,1
36,2,4,4,3,4,4,3,5,4,3,3,3,3,3,2,0,9,0,9,2,3,4,3,3,3,3,3,2,4,4,3,3,4,3,4,3,4,2,2,4,1,4,3,2,5,3,4,3,2,4,3,3,0,9,9,9,9,9,9,9,9,2,0,9,4,4,4,3,3,3,4,4,4,3,3,2,1,1,7.0,3,1,1,3,4.0,1
37,3,4,4,3,3,4,4,4,4,4,3,3,3,3,3,1,1,0,9,1,4,3,5,4,3,3,4,2,4,3,2,1,3,3,3,2,2,2,1,3,0,9,9,9,9,9,9,9,9,9,9,9,9,2,4,3,5,4,4,4,0,1,0,9,4,4,4,4,5,4,4,4,2,4,2,2,1,1,3.0,1,1,1,3,4.0,1
38,3,5,5,5,5,4,2,4,5,5,3,3,3,3,3,0,9,0,9,2,3,5,2,4,4,2,2,4,5,5,5,2,3,5,5,5,5,4,4,5,1,5,2,2,5,5,4,4,2,4,2,5,0,9,9,9,9,9,9,9,9,1,1,2,5,5,5,5,2,3,5,5,2,5,3,1,1,0,5.0,1,2,1,3,6.0,1
39,2,4,4,3,2,3,2,3,4,4,3,3,3,3,3,0,9,0,9,2,3,4,4,3,3,2,3,4,4,4,4,4,4,4,5,4,3,4,2,3,1,5,3,4,4,4,4,4,3,5,4,4,0,9,9,9,9,9,9,9,9,1,0,9,4,4,4,4,5,4,4,4,3,4,3,1,1,1,5.0,1,2,2,3,5.0,1
40,3,4,4,3,4,2,2,4,4,4,3,3,3,3,3,0,9,0,9,3,3,4,2,3,3,3,3,3,3,4,4,4,4,3,4,3,3,2,3,4,1,4,4,4,4,4,4,4,4,4,4,4,0,9,9,9,9,9,9,9,9,9,0,9,3,3,4,4,3,3,4,4,4,3,3,3,1,1,1.0,1,2,1,1,1.0,1
41,4,4,5,5,5,2,2,5,4,4,3,3,3,3,1,0,9,0,9,3,3,4,3,4,3,3,5,4,3,4,3,2,3,3,5,4,4,4,4,4,1,5,4,3,4,4,4,4,4,4,3,3,0,9,9,9,9,9,9,9,9,9,0,9,4,4,4,4,3,3,4,4,1,4,1,3,1,1,4.0,1,1,0,5,2.0,1
42,2,5,5,4,4,3,5,4,5,3,3,4,2,3,2,0,9,1,5,4,4,5,3,4,4,1,4,1,2,4,5,3,5,4,4,3,2,2,4,5,0,9,9,9,9,9,9,9,9,9,9,9,9,3,3,4,4,2,3,3,2,1,0,9,3,3,4,5,4,5,5,5,5,3,1,2,2,1,4.0,1,2,1,4,1.0,1
43,3,5,5,4,5,1,2,5,5,5,4,4,5,3,3,1,1,0,9,4,3,5,2,4,2,2,4,2,5,3,4,1,4,4,5,3,4,4,4,4,1,4,2,5,4,3,4,4,4,4,5,5,0,9,9,9,9,9,9,9,9,2,0,9,4,4,4,4,2,3,5,5,2,4,2,1,1,1,5.0,1,1,1,3,6.0,1
44,2,4,4,3,4,2,2,4,4,3,4,4,2,2,1,0,9,0,9,2,2,3,4,4,2,2,4,3,4,4,4,3,2,4,4,4,3,2,2,4,1,4,4,4,2,2,2,4,2,2,2,2,0,9,9,9,9,9,9,9,9,3,2,0,4,4,5,4,5,2,3,4,3,5,2,2,2,1,4.0,3,2,1,3,4.0,1
45,3,4,4,5,5,2,1,3,4,4,1,1,1,1,5,1,1,0,9,2,5,4,1,2,1,1,2,3,4,4,3,5,3,5,4,3,4,3,5,5,1,4,3,3,4,4,4,3,2,4,3,4,0,9,9,9,9,9,9,9,9,9,0,9,4,2,4,3,3,4,4,4,3,4,2,1,1,1,1.0,1,1,1,1,6.0,1
46,4,4,4,4,4,4,2,4,4,3,4,4,4,4,2,0,9,0,9,4,3,4,2,4,3,3,3,4,2,4,4,4,3,4,4,5,4,4,4,4,1,5,4,4,4,4,4,4,4,4,4,0,0,9,9,9,9,9,9,9,9,2,0,9,4,4,4,4,3,3,3,4,5,4,2,2,2,0,3.0,10,3,1,2,1.0,1
47,4,4,4,4,3,4,2,3,4,4,3,3,3,3,4,1,1,0,9,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,2,0,4,1,3,4,3,5,4,4,0,5,4,4,5,4,1,2,1,7.0,15,7,1,3,4.0,1
48,4,5,4,4,4,2,4,5,5,4,2,2,2,2,4,0,9,0,9,3,4,4,5,4,3,3,4,3,3,4,4,3,3,4,4,3,3,3,3,3,0,9,9,9,9,9,9,9,9,9,9,9,9,3,3,0,4,3,3,3,0,2,0,9,4,5,5,5,3,3,4,3,3,4,4,2,1,1,1.0,1,2,1,1,1.0,1
49,1,5,5,4,5,3,1,2,5,4,1,1,1,1,5,0,9,1,3,2,3,4,3,4,3,3,5,2,1,2,2,3,3,4,2,4,4,2,2,3,1,5,2,4,5,5,5,5,2,5,5,3,0,9,9,9,9,9,9,9,9,2,0,9,3,4,4,4,4,1,5,5,5,5,1,3,1,1,5.0,0,0,1,3,1.0,1
50,2,4,4,4,5,4,2,2,4,4,2,2,2,4,1,0,9,0,9,2,3,4,5,3,4,2,4,3,4,4,4,1,2,3,4,2,3,2,1,3,1,4,2,4,4,4,4,4,3,4,3,2,0,9,9,9,9,9,9,9,9,2,0,9,4,4,4,5,3,3,4,5,2,3,1,2,2,1,0.0,1,1,0,3,6.0,1
51,2,5,4,4,5,3,1,1,4,5,4,4,2,4,1,0,9,1,7,4,5,4,4,5,5,1,5,2,4,4,2,1,3,4,5,2,4,1,4,5,1,5,1,4,5,5,5,5,4,2,4,3,0,9,9,9,9,9,9,9,9,2,0,9,4,4,4,4,3,3,4,5,3,3,2,1,3,2,4.0,1,1,1,3,7.0,1
52,3,4,4,4,4,2,2,3,4,3,2,2,2,2,4,0,9,0,9,4,3,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,2,5,3,4,4,4,4,4,5,0,9,9,9,9,9,9,9,9,2,1,0,4,3,4,4,4,3,5,5,4,3,2,1,1,1,1.0,1,1,1,1,1.0,1
53,4,4,4,3,4,3,4,3,4,4,2,4,4,3,3,0,9,0,9,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,3,1,1,3,0,9,9,9,9,9,9,9,9,9,9,9,9,4,3,2,2,1,3,1,0,2,1,0,5,5,5,5,4,4,4,5,4,5,5,1,1,1,1.0,1,2,1,1,3.0,1
54,2,5,4,2,2,4,1,5,4,4,4,4,4,4,1,0,9,0,9,2,4,5,2,5,3,2,4,4,4,4,4,3,4,4,5,2,4,4,4,2,1,4,2,4,5,5,5,4,4,4,4,1,0,9,9,9,9,9,9,9,9,1,0,9,3,3,5,5,4,3,4,4,5,4,3,3,2,1,5.0,1,2,1,3,7.0,1
55,2,5,4,4,5,4,1,4,5,3,1,3,3,4,3,0,9,0,9,4,3,5,5,4,1,3,3,2,5,4,4,1,5,4,5,4,2,4,2,4,1,4,4,3,5,5,5,3,2,4,4,3,0,9,9,9,9,9,9,9,9,1,2,0,4,5,5,4,4,4,4,5,2,5,2,2,1,1,5.0,1,1,2,4,4.0,1
56,4,4,5,4,5,2,3,5,5,4,3,4,3,4,2,0,9,0,9,4,2,4,2,4,2,2,4,4,5,4,4,3,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,3,4,3,4,0,9,9,9,9,9,9,9,9,2,0,9,4,4,5,4,3,3,4,5,4,4,3,3,1,1,5.0,1,2,1,4,4.0,1
57,2,4,4,3,5,3,5,4,5,3,3,4,2,0,2,0,9,0,9,2,2,5,4,4,2,3,4,3,4,4,4,4,3,3,5,3,3,2,3,4,1,5,1,4,5,4,4,5,5,4,3,3,0,9,9,9,9,9,9,9,9,6,0,9,4,5,4,4,4,4,5,4,4,4,3,2,1,1,4.0,1,2,1,3,1.0,1
